Hole Depth (feet),Bit Depth (feet),Rate Of Penetration (ft_per_hr),Weight on Bit (klbs),Rotary RPM (RPM),Standpipe Pressure (psi),Total Pump Output (gal_per_min),Differential Pressure (psi),Convertible Torque (kft_lb),Inclination (degrees),Azimuth (degrees),Gamma at Bit (api),Hook Load (klbs),Block Height (feet),Magnetic Toolface (degrees),Gravity Toolface (degrees),Rig Super State (unitless),Rig Sub State (unitless),RSS STEERING % (percent),RSS PRG STEERING % (percent),AutoDriller WOB SP (klbs),AutoDriller Diff Press SP (psi),AutoDriller On Bottom ROP Setpoint (ft_per_hr),YYYY/MM/DD,HH:MM:SS
20700,20700,342.17,30,90.24,5413.51,331.82,775.25,16.432,91.2,164.94,100.99,140.1,76.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:36:27
20701,20701,348.8,30.2,90.29,5383.51,331.15,769.95,16.32,91.2,164.94,100.99,140.9,75.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:36:37
20702,20702,348.69,30.2,90.52,5389.76,329.82,773.32,17.104,91.2,164.94,113.7,139.8,74.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:36:48
20703,20703,344.51,30.1,90.35,5394.76,331.82,781.65,17.589,91.2,164.94,113.7,139.7,73.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:36:59
20704,20704,334.72,30.1,90.38,5416.01,331.15,791.72,17.589,91.2,164.94,113.7,139.6,72.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:37:10
20705,20705,327.82,30.2,90.29,5411.01,330.48,794.59,16.992,91.2,164.94,113.7,139.4,71.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:37:21
20706,20706,327.74,30.2,90.35,5423.51,330.48,797.37,16.992,91.2,164.94,113.7,139.4,70.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:37:32
20707,20707,330.29,29.8,90.29,5417.26,330.48,800.43,16.544,91.2,164.94,113.7,139.5,69.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:37:43
20708,20708,340.29,29.9,90.29,5416.01,331.15,798.95,16.805,91.2,164.94,113.7,139.7,68.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:37:53
20709,20709,342.38,30.1,90.24,5451.01,330.49,811.8,17.291,91.2,164.94,109.69,139.5,67.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:38:04
20710,20710,341.4,30.3,90.32,5443.51,331.15,831.97,17.664,91.2,164.94,109.69,139.5,66.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:38:15
20711,20711,334.25,30.2,90.27,5476.01,330.48,850.18,17.216,91.2,164.94,109.69,139.1,65.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:38:26
20712,20712,327.77,30.2,90.41,5471.01,330.48,863.55,17.552,91.2,164.94,109.69,139.1,64.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:38:37
20713,20713,325.54,30.4,90.5,5503.51,331.15,870.74,17.776,91.2,164.94,109.69,139.7,63.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:38:48
20714,20714,322.82,30.9,90.64,5481.02,330.48,878.47,17.776,91.2,164.94,109.69,138.6,62.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:39:01
20715,20715,311.64,30.8,90.35,5504.76,331.15,889.68,17.664,91.2,164.94,101.89,139.5,61.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:39:13
20716,20716,292.02,32.9,90.35,5526.01,330.48,899.59,17.515,91.2,164.94,101.89,138.8,60.5,231.61,-112.5,1,1,6,97,30,990.3,500,9/20/2024,20:39:29
20717,20717,267.11,31.4,90.47,5523.51,331.15,899.59,16.842,91.2,164.94,101.89,138.8,59.5,231.61,-112.5,1,1,6,18,30,990.3,500,9/20/2024,20:39:45
20718,20718,239.17,31.2,90.55,5498.51,330.48,880.83,16.805,91.2,164.94,101.89,141.7,58.5,231.61,-112.5,1,1,6,18,30,990.3,500,9/20/2024,20:39:57
20719,20719,305.7,29.7,90.58,5504.76,331.15,861.05,17.029,91.2,164.94,111.7,140.2,57.5,231.61,-112.5,1,1,6,18,30,990.3,500,9/20/2024,20:40:09
20720,20720,315.42,30.6,90.52,5474.76,330.48,849.54,17.776,91.2,164.94,111.7,139.2,56.5,231.61,-112.5,1,1,6,18,30,990.3,500,9/20/2024,20:40:22
20721,20721,292.92,30.4,90.18,5481.02,331.82,862.66,17.701,91.2,164.94,111.7,138.9,55.5,231.61,-112.5,1,1,6,18,30,990.3,500,9/20/2024,20:40:36
20722,20722,268.57,30.4,90.38,5486,331.15,871.31,17.888,91.2,164.94,111.7,138.9,54.5,231.61,-112.5,1,1,6,18,30,990.3,500,9/20/2024,20:40:50
20723,20723,261.96,30.9,90.38,5488.51,331.15,867.73,18.224,91.2,164.94,111.7,138.1,53.5,231.61,-112.5,1,1,6,18,30,990.3,500,9/20/2024,20:41:06
20724,20724,242.56,30.7,90.27,5492.26,331.15,877.7,17.888,91.2,164.94,111.7,139.1,52.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:41:21
20725,20725,237.88,30.2,90.29,5512.26,330.48,884.92,17.963,91.2,164.94,104.11,139,51.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:41:36
20726,20726,242.3,30.2,90.29,5494.76,331.15,891.93,18.336,91.2,164.94,104.11,139.2,50.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:41:51
20727,20727,259.94,29.4,90.27,5536.01,329.82,894.15,17.029,91.2,164.94,104.11,140.3,49.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:42:03
20728,20728,294.52,29.1,90.29,5491.01,331.15,881.47,16.842,91.2,164.94,104.11,139.9,48.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:42:14
20729,20729,319.85,29.2,90.32,5493.52,331.15,871.16,16.768,91.2,164.94,104.11,140.5,47.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:42:26
20730,20730,330.53,29.4,90.67,5496.01,330.49,862.46,16.917,91.2,164.94,104.11,140,46.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:42:36
20731,20731,332.95,29.2,90.38,5478.51,330.49,850.65,16.954,91.2,164.94,112.34,139.6,45.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:42:47
20732,20732,342.27,29.5,90.32,5476.01,331.81,847.71,16.656,91.2,164.94,112.34,139.2,44.5,231.61,-112.5,1,1,6,36,30,990.3,500,9/20/2024,20:42:57
20733,20733,344.01,29.6,90.24,5464.76,331.15,849.09,17.365,91.2,164.94,112.34,139,43.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:43:08
20734,20734,341.12,29.7,90.32,5491.01,330.48,854.98,16.954,91.2,164.94,112.34,138.9,42.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:43:19
20735,20735,337.21,29.9,90.41,5486,330.49,857.5,17.104,91.2,164.94,112.34,139,41.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:43:30
20736,20736,333.76,29.9,90.35,5492.26,331.15,857.06,16.805,91.2,164.94,112.34,139.1,40.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:43:40
20737,20737,335.53,29.9,90.52,5468.51,330.49,858.7,17.664,91.2,164.94,108.12,138.8,39.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:43:51
20738,20738,337.58,30,90.41,5481.02,329.82,860.22,17.701,91.2,164.94,108.12,138.8,38.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:44:01
20739,20739,337.35,30,90.52,5492.26,331.15,866.49,17.552,91.2,164.94,108.12,138.5,37.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:44:13
20740,20740,333.09,30.2,90.41,5496.01,331.15,878.04,17.365,91.2,164.94,108.12,138.8,36.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:44:24
20741,20741,328.8,30,90.24,5507.27,330.48,888.62,17.776,91.2,164.94,108.12,138.9,35.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:44:34
20742,20742,330.58,30.2,90.38,5519.75,330.48,890.86,17.403,91.2,164.94,106.79,139,34.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:44:45
20743,20743,330.84,30.4,90.38,5529.76,331.15,896.67,17.963,91.2,164.94,106.79,139,33.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:44:57
20744,20744,326.86,30.4,90.38,5516.01,330.48,909.73,17.589,91.2,164.94,106.79,137.8,32.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:45:08
20745,20745,315.3,30.6,90.38,5544.76,330.48,913.24,17.813,91.2,164.94,106.79,138.3,31.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:45:21
20746,20746,302.42,30.8,90.32,5551.01,330.48,915.86,18.075,91.2,164.94,106.79,137.5,30.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:45:34
20747,20747,279.83,33.6,90.32,5568.52,331.15,929.43,18.56,91.2,164.94,106.79,137.6,29.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:45:50
20748,20748,256.62,33.2,90.44,5547.25,330.49,929.43,17.925,91.2,164.94,112.13,137.7,28.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:46:13
20749,20749,187.44,30.9,90.21,5537.26,331.15,908.16,17.067,91.2,164.94,112.13,141.7,27.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:46:30
20750,20750,253.14,29.2,90.35,5518.51,330.48,876.42,17.253,91.2,164.94,112.13,140.8,26.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:46:41
20751,20751,295.37,29.4,90.41,5474.76,330.49,854.04,17.515,91.2,164.94,112.13,139,25.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:46:55
20752,20752,290.22,29.3,90.27,5479.77,330.49,869.38,17.664,91.2,164.94,112.13,139.2,24.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:47:07
20753,20753,292.72,28.9,90.41,5502.26,331.15,867.47,16.88,91.2,164.94,108.58,139.7,23.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:47:19
20754,20754,315.5,29.2,90.35,5464.76,330.49,857.05,17.067,91.2,164.94,108.58,138.9,22.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:47:30
20755,20755,326.03,29.2,90.27,5467.27,330.49,844.12,17.067,91.2,164.94,108.58,138.9,21.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:47:41
20756,20756,333.59,29.4,90.24,5481.02,331.15,843.97,17.141,91.2,164.94,108.58,138.9,20.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:47:51
20757,20757,334.05,29.8,90.41,5464.76,331.82,843.22,17.44,91.2,164.94,108.58,138.3,19.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:48:03
20758,20758,329.19,30.1,90.21,5497.26,330.48,853.95,17.291,91.2,164.94,108.58,138.4,18.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:48:14
20759,20759,321.37,30.6,90.35,5502.26,331.15,873.44,17.925,91.2,164.94,107.01,137.5,17.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:48:27
20760,20760,301.38,30.6,90.38,5501.02,331.82,894.6,18.037,91.2,164.94,107.01,137.7,16.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:48:40
20761,20761,274.67,30.4,90.35,5546.01,330.48,919.35,18.262,91.2,164.94,107.01,137.6,15.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:48:54
20762,20762,267.36,30.5,90.44,5572.26,331.15,936.31,18.411,91.2,164.94,107.01,137.6,14.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:49:08
20763,20763,263.87,30.8,90.27,5553.5,331.15,937.29,18.037,91.2,164.94,107.01,137.6,13.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:49:22
20764,20764,255.4,31,90.38,5551.01,330.48,929.44,18.411,91.2,164.94,109.69,137.1,12.5,231.61,-112.5,1,1,6,100,30,990.3,500,9/20/2024,20:49:39
20765,20765,228.63,30.7,90.38,5576.01,331.15,942.37,18.635,91.2,164.94,109.69,138.3,11.5,231.61,-112.5,1,1,6,100,30,1200,500,9/20/2024,20:49:55
20766,20766,237.26,29.9,90.41,5562.27,330.48,948.53,18,91.2,164.94,109.69,138.1,10.5,231.61,-112.5,1,1,6,100,30,1200,500,9/20/2024,20:50:09
20767,20767,260.27,29.9,90.35,5562.27,330.48,947.42,18.112,91.2,164.94,109.69,138.5,9.5,231.61,-112.5,1,1,6,100,30,1200,500,9/20/2024,20:50:23
20768,20768,271.95,30.3,90.24,5573.51,330.48,936.81,17.403,91.2,164.94,109.69,138.3,8.5,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:50:36
20769,20769,272.87,31,90.47,5548.52,331.15,921.99,17.888,91.2,164.94,109.69,137.3,7.5,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:50:52
20770,20770,86.52,28.8,99.13,4278.5,331.15,-335.74,15.909,91.2,164.94,102.1,145.6,100.3,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:54:23
20771,20771,243.54,25.2,100.37,4496,331.15,-116.26,15.909,91.2,164.94,102.1,149.3,99.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:54:37
20772,20772,269.74,25.3,100.34,4778.51,331.15,161.11,16.32,91.2,164.94,102.1,147.6,98.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:54:51
20773,20773,259.68,26.7,100.48,5069.76,331.15,450.56,18.448,91.2,164.94,102.1,145.5,97.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:55:10
20774,20774,207.06,24.5,100.28,5201,331.15,591.47,16.805,91.2,164.94,102.1,146.2,96.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:55:25
20775,20775,261.59,25.2,100.74,5254.76,331.82,643.05,17.067,91.2,164.94,102.1,145.8,95.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:55:37
20776,20776,303.13,26.6,100.45,5277.27,330.49,680.84,17.067,91.2,164.94,102.1,144.5,94.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:55:48
20777,20777,321.71,27.1,100.4,5319.76,331.15,705.28,16.581,91.2,164.94,102.1,143.7,93.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:55:59
20778,20778,327.88,28.2,100.2,5358.52,331.82,735.62,16.432,91.2,164.94,102.1,142.9,92.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:56:11
20779,20779,327.85,31.3,100.45,5378.52,330.48,769.15,16.618,91.2,164.94,102.1,141.5,91.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:56:27
20780,20780,260,29.5,100.22,5391,331.15,773.1,15.834,91.2,164.94,102.1,143.9,90.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:56:40
20781,20781,291.79,28,100.22,5374.76,330.49,772.97,16.058,91.2,164.94,102.1,144.4,89.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:56:49
20782,20782,347.4,28.9,100.68,5377.25,330.48,770.86,17.029,91.2,164.94,107.69,141.2,88.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:57:00
20783,20783,350.14,29.2,100.45,5422.26,330.48,793.77,16.88,91.2,164.94,107.69,140.8,87.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:57:11
20784,20784,327.84,29.1,100.48,5436.01,330.48,822.02,17.44,90.14,164.17,107.69,140.9,86.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:57:23
20785,20785,323.73,29.2,100.17,5456.01,331.15,843.27,16.954,90.14,164.17,107.69,140.7,85.6,231.61,-112.5,1,1,6,39,30,1200,500,9/20/2024,20:57:34
20786,20786,327.23,29.6,90.67,5477.26,330.48,856.27,16.917,90.14,164.17,107.69,140.2,84.6,231.61,-112.5,1,1,6,39,25,1200,500,9/20/2024,20:57:45
20787,20787,325.54,29.3,90.24,5469.76,330.48,850.67,17.029,90.14,164.17,104.32,140.8,83.6,231.61,-112.5,1,1,6,39,25,1200,500,9/20/2024,20:57:57
20788,20788,311.29,28.5,90.27,5462.26,331.15,849.37,16.73,90.14,164.17,104.32,141.6,82.6,231.61,-112.5,1,1,6,39,25,1200,500,9/20/2024,20:58:10
20789,20789,288.78,27.6,90.67,5459.77,331.15,844.57,16.357,90.14,164.17,104.32,143,81.6,231.61,-112.5,1,1,6,39,25,1200,500,9/20/2024,20:58:24
20790,20790,269.67,26.5,90.41,5469.76,331.15,823.99,16.357,90.14,164.17,104.32,143.8,80.6,231.61,-112.5,1,1,6,39,25,1200,500,9/20/2024,20:58:38
20791,20791,255.6,25.8,90.58,5442.26,331.15,800.06,15.871,90.14,164.17,104.32,145,79.6,231.61,-112.5,1,1,6,39,25,1200,500,9/20/2024,20:58:53
20792,20792,245.5,25.5,90.5,5398.52,330.48,788.37,17.104,90.14,164.17,104.32,144.5,78.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,20:59:09
20793,20793,234.91,25.1,90.67,5397.26,330.48,773.49,16.133,90.14,164.17,94.98,144.7,77.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,20:59:24
20794,20794,248.9,24.9,90.29,5377.25,330.49,762.52,16.544,90.14,164.17,94.98,144.6,76.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,20:59:38
20795,20795,260.17,24.8,90.29,5371,331.82,752.17,15.909,90.14,164.17,94.98,144.8,75.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,20:59:51
20796,20796,265.98,24.9,90.44,5377.25,330.48,743.14,15.834,90.14,164.17,94.98,145,74.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:00:05
20797,20797,265.84,25,90.32,5361.01,331.15,744.06,15.871,90.14,164.17,94.98,144.5,73.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:00:18
20798,20798,266.35,25.1,90.24,5353.51,331.82,739.16,15.759,90.14,164.17,111.91,144.8,72.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:00:32
20799,20799,267.02,25.1,90.41,5359.76,330.48,738.51,15.535,90.14,164.17,111.91,144.7,71.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:00:46
20800,20800,265.99,24.9,90.44,5348.51,331.82,746.03,15.722,90.14,164.17,111.91,144.6,70.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:00:59
20801,20801,273.81,25.1,90.61,5366.01,331.82,749.64,15.573,90.14,164.17,111.91,145.4,69.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:01:12
20802,20802,276.75,25.1,90.24,5364.77,330.48,747.45,15.647,90.14,164.17,111.91,144.3,68.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:01:25
20803,20803,275.04,25.2,90.44,5359.76,331.15,747.09,15.759,90.14,164.17,106.79,145,67.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:01:39
20804,20804,271.71,25.1,90.29,5378.52,331.15,752.24,16.32,90.14,164.17,106.79,144.6,66.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:01:52
20805,20805,271.53,25.1,90.24,5382.26,331.15,757.42,16.282,90.14,164.17,106.79,144.2,65.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:02:05
20806,20806,273,25.1,90.47,5397.26,330.48,764.65,16.058,90.14,164.17,106.79,144.3,64.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:02:18
20807,20807,272.18,25.3,90.29,5382.26,331.15,768.81,16.282,90.14,164.17,106.79,144,63.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:02:32
20808,20808,270.38,25.3,90.32,5391,331.15,768.54,16.096,90.14,164.17,105.22,144,62.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:02:46
20809,20809,262.47,25.4,90.52,5403.51,330.48,767.89,16.058,90.14,164.17,105.22,143.9,61.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:03:00
20810,20810,256.48,28.4,90.35,5389.76,330.49,769.29,16.17,90.14,164.17,105.22,143.9,60.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:03:23
20811,20811,192.87,25.6,90.41,5368.51,330.49,754.1,15.461,90.14,164.17,105.22,144.8,59.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:03:41
20812,20812,225.2,25.1,90.18,5337.27,331.15,730.3,15.423,90.14,164.17,105.22,147.6,58.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:03:53
20813,20813,294.67,24.5,90.15,5343.5,331.82,711.02,15.423,90.14,164.17,100.31,144.8,57.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:04:06
20814,20814,295.69,24.7,90.27,5322.26,330.49,706.93,15.685,90.14,164.17,100.31,145.5,56.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:04:19
20815,20815,270.11,24.7,90.32,5322.26,330.49,705.43,15.61,90.14,164.17,100.31,144.4,55.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:04:32
20816,20816,271.24,25.1,90.58,5339.76,331.15,709.12,16.021,90.14,164.17,100.31,144,54.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:04:46
20817,20817,267.12,25,90.41,5351.02,330.48,714.4,16.282,90.14,164.17,100.31,144.3,53.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:05:00
20818,20818,256.62,25,90.24,5359.76,330.48,715.02,16.058,90.14,164.17,105,144.3,52.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:05:14
20819,20819,257.34,25.2,90.41,5356.01,331.82,724.34,16.096,90.14,164.17,105,143.9,51.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:05:29
20820,20820,255.55,25.2,90.52,5334.76,331.15,731.33,16.021,90.14,164.17,105,144.1,50.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:05:43
20821,20821,248.44,25.2,90.41,5382.26,331.15,734.93,16.208,90.14,164.17,105,143.5,49.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:05:58
20822,20822,251.36,25,90.55,5356.01,331.15,738.49,16.133,90.14,164.17,103,143.6,48.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:06:12
20823,20823,253.22,25.3,90.32,5364.77,330.48,748.32,16.693,90.14,164.17,103,143.5,47.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:06:27
20824,20824,250.67,25.4,90.44,5397.26,331.15,763.96,16.544,90.14,164.17,103,144,46.6,231.61,-112.5,1,1,6,100,25,1200,500,9/20/2024,21:06:42
20825,20825,247.3,24.9,90.52,5399.76,331.15,772.63,16.058,90.14,164.17,103,144.1,45.6,231.61,-112.5,1,1,6,18,25,1200,500,9/20/2024,21:06:56
20826,20826,260.74,25.1,90.47,5412.27,331.15,775.11,16.17,90.14,164.17,103,143.9,44.6,231.61,-112.5,1,1,6,18,25,1200,500,9/20/2024,21:07:10
20827,20827,260.35,25.1,90.32,5401.01,331.15,776.08,16.73,90.14,164.17,113.92,143.5,43.6,231.61,-112.5,1,1,6,18,25,1200,500,9/20/2024,21:07:24
20828,20828,253.72,25.7,90.24,5412.27,331.15,798.94,16.693,90.14,164.17,113.92,143.1,42.6,231.61,-112.5,1,1,6,18,25,1200,500,9/20/2024,21:07:40
20829,20829,235.66,25.5,90.5,5448.51,330.48,825,16.656,90.14,164.17,113.92,143.3,41.6,231.61,-112.5,1,1,6,18,25,1200,500,9/20/2024,21:07:57
20830,20830,213.6,25.8,90.24,5451.01,331.82,838.34,17.552,90.14,164.17,113.92,143.1,40.6,231.61,-112.5,1,1,6,18,25,1200,500,9/20/2024,21:08:15
20831,20831,210.19,25.6,90.35,5468.51,331.15,849.03,16.581,90.14,164.17,113.92,143.9,39.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:08:31
20832,20832,239.13,24.6,90.29,5491.01,331.15,844.86,16.282,90.14,164.17,107.44,143.7,38.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:08:46
20833,20833,252.47,24.7,90.38,5462.26,331.15,834.17,15.946,90.14,164.17,107.44,143.7,37.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:09:00
20834,20834,256.51,24.8,90.32,5424.75,330.48,817.25,15.797,90.14,164.17,107.44,143.9,36.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:09:14
20835,20835,257.55,24.9,90.29,5439.77,330.48,811.33,16.282,90.14,164.17,107.44,144.3,35.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:09:28
20836,20836,259.05,25.1,90.5,5426.02,331.15,813.29,16.394,90.14,164.17,107.44,143.4,34.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:09:42
20837,20837,259.29,25.4,90.55,5436.01,330.48,805.13,16.544,90.14,164.17,105.68,143.5,33.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:09:57
20838,20838,250.29,25.4,90.18,5448.51,331.82,812.53,16.506,90.14,164.17,105.68,143.2,32.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:10:12
20839,20839,237.55,25.3,90.29,5452.25,331.15,817.6,16.544,90.14,164.17,105.68,143.1,31.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:10:28
20840,20840,232.71,25.2,90.5,5443.51,330.48,821.79,16.282,90.14,164.17,105.68,143.3,30.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:10:43
20841,20841,239.31,28,90.44,5431.01,331.15,809.25,16.245,90.14,164.17,101.89,143.2,29.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:10:59
20842,20842,238.46,27.7,90.55,5397.26,331.15,785.21,15.61,90.14,164.17,101.89,143.2,28.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:11:21
20843,20843,201.62,25.5,90.52,5354.76,330.48,751.47,15.237,90.14,164.17,101.89,146.6,27.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:11:37
20844,20844,257.73,24.3,90.52,5342.26,331.82,721.08,15.274,90.14,164.17,101.89,144.8,26.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:11:49
20845,20845,290.59,24.7,90.67,5326.01,330.49,704.05,15.461,90.14,164.17,102.32,144,25.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:12:03
20846,20846,282.99,24.8,90.38,5321.01,330.49,706.84,15.871,90.14,164.17,102.32,143.7,24.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:12:17
20847,20847,259.18,24.9,90.47,5342.26,331.15,713.93,15.797,90.14,164.17,102.32,143.9,23.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:12:31
20848,20848,255.62,25,90.44,5333.51,331.82,723.24,16.096,90.14,164.17,102.32,144,22.6,231.61,-112.5,1,1,6,23,25,1200,500,9/20/2024,21:12:45
